name,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_is_superhost2,host_identity_verified2,has_availability2,instant_bookable2,Borough
♡Single Bed in a 4-Dorm Room Aparment(Only Ladies),93%,80%,7.0,7.0,t,Elmhurst,40.74023,-73.87306,1,1.0,1.0,$30.00 ,1,15,1.0,1.0,15.0,15.0,1.0,15.0,30,60,90,365,14,14,1,4.21,4.57,4.64,4.5,4.36,4.36,4.29,7,0,1,6,1.3,0,1,1,0,Queens
Cozy Luxury in the Heart of Lower East Side,97%,18%,219.0,219.0,t,Chinatown,40.71552,-73.9946,1,1.0,1.0,$59.00 ,30,180,30.0,30.0,180.0,180.0,30.0,180.0,29,59,89,364,1,1,0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,391,62,329,0,0.88,0,1,1,0,Manhattan
Cozy Studio in a Brand New Building,49%,63%,175.0,175.0,t,Hell's Kitchen,40.76583,-73.99004,2,,1.0,$125.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,32,62,337,4,3,0,3.75,4.0,4.0,3.5,3.5,5.0,4.25,175,175,0,0,0.31,0,1,1,0,Manhattan
1 bedroom by BAM Atlantic Terminal station,100%,74%,13.0,13.0,t,Fort Greene,40.68573,-73.97794,3,1.0,2.0,$210.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,180,3,3,0,5.0,5.0,4.67,5.0,4.67,5.0,4.67,2,2,0,0,0.57,1,1,1,1,Brooklyn
Newly Renovated 1BR in Prime West Village Location,0%,0%,0.0,0.0,t,West Village,40.73128,-74.00416,2,1.0,1.0,$95.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,3,33,33,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.08,0,1,1,0,Manhattan
Pleasant Brooklyn Stay,100%,90%,0.0,0.0,t,Bedford-Stuyvesant,40.69448,-73.94531,2,1.0,1.0,$67.00 ,2,16,2.0,2.0,1125.0,1125.0,2.0,1125.0,12,19,20,20,25,23,3,5.0,5.0,4.96,4.96,5.0,4.88,4.88,1,0,1,0,10.56,1,1,1,0,Brooklyn
Renovated stylish 2 bedroom & backyard in Bushwick,83%,80%,1.0,1.0,t,Bushwick,40.69193,-73.90903,3,2.0,2.0,$130.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,0,25,20,0,5.0,5.0,4.96,5.0,5.0,4.96,5.0,1,1,0,0,3.46,1,1,1,0,Brooklyn
Javier,100%,100%,0.0,0.0,t,Inwood,40.86754,-73.92506,2,1.0,,$80.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,24,50,80,355,3,3,3,4.67,5.0,5.0,4.33,4.67,5.0,5.0,2,0,2,0,3.0,1,1,1,1,Manhattan
entire apartment at a low rate in Jamaica queens!!,100%,59%,4.0,4.0,t,Jamaica,40.69074,-73.80449,3,1.0,1.0,$111.00 ,1,365,1.0,1.0,365.0,365.0,1.0,365.0,30,60,90,365,11,11,2,4.55,4.64,4.36,5.0,5.0,4.73,4.55,3,1,2,0,11.0,0,1,1,0,Queens
"Modern UES 1BR w/ Gym, Doorman, Stunning Roof, by Blueground",100%,98%,1987.0,1987.0,t,Upper East Side,40.77676,-73.95488,2,1.0,1.0,$316.00 ,30,1125,31.0,730.0,1125.0,1125.0,705.0,1125.0,0,0,10,285,1,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,304,304,0,0,1.0,0,1,1,1,Manhattan
(F) entire Apartment on Fort Hamilton Parkway,100%,95%,4.0,4.0,t,Borough Park,40.63668,-74.00312,6,3.0,4.0,$128.00 ,1,27,1.0,1.0,27.0,27.0,1.0,27.0,11,14,42,131,66,58,3,4.74,4.76,4.74,4.94,4.86,4.48,4.67,4,1,3,0,23.02,1,1,1,0,Brooklyn
Beautiful DUMBO Loft,96%,30%,0.0,0.0,t,Vinegar Hill,40.70333,-73.98434,2,2.0,1.0,$280.00 ,15,1125,15.0,15.0,1125.0,1125.0,15.0,1125.0,11,41,71,346,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,2,2,0,0,2.65,0,1,1,0,Brooklyn
Garden condo w patio in New York artistic Bushwick,100%,100%,1.0,1.0,t,Bushwick,40.69605,-73.9289,2,1.0,1.0,$190.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,14,44,319,3,3,1,5.0,4.67,4.33,5.0,5.0,4.67,4.0,2,2,0,0,0.41,0,1,1,0,Brooklyn
Two Bedroom apartment,49%,63%,175.0,175.0,t,Hell's Kitchen,40.76542,-73.98986,4,2.0,2.0,$150.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,16,261,3,3,0,5.0,5.0,5.0,5.0,4.67,5.0,5.0,175,175,0,0,0.3,0,1,1,0,Manhattan
2 BD Manhattan High Life,100%,92%,6.0,6.0,t,Hell's Kitchen,40.7615,-73.99681,4,2.0,2.0,"$1,199.00 ",1,365,1.0,1.0,365.0,365.0,1.0,365.0,11,20,45,310,30,30,0,4.97,4.93,5.0,4.93,4.93,5.0,4.87,6,6,0,0,3.28,1,0,1,0,Manhattan
Cozy Studio in a Brand New Building,49%,63%,175.0,175.0,t,Hell's Kitchen,40.76737,-73.98787,2,,1.0,$125.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,19,49,324,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,175,175,0,0,0.22,0,1,1,0,Manhattan
Premium Apt Best Location and Design,98%,85%,101.0,101.0,t,Murray Hill,40.74635,-73.97909,2,,1.0,$117.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,30,305,3,3,0,5.0,4.0,4.33,5.0,5.0,5.0,4.67,101,101,0,0,0.4,0,1,1,0,Manhattan
East Village Oasis Elevator Roof Deck Skyline View,100%,100%,0.0,0.0,t,East Village,40.72703,-73.97707,4,1.0,1.0,$191.00 ,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,0,13,19,202,4,4,1,5.0,5.0,5.0,5.0,5.0,4.75,4.75,1,1,0,0,0.44,1,1,1,0,Manhattan
Luxury Renovated LOFT in Downtown Chelsea. NYC.,100%,88%,0.0,0.0,t,Chelsea,40.73888,-73.99919,2,1.0,1.0,$295.00 ,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1,7,8,98,23,22,1,4.96,4.87,4.96,4.96,4.91,4.96,4.83,1,1,0,0,1.84,0,1,1,0,Manhattan
"Cozy Single or Couple room, 15 min away Manhattam",100%,94%,3.0,3.0,t,Ditmars Steinway,40.77331,-73.91842,2,1.0,1.0,$84.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,14,37,67,157,11,11,1,4.82,5.0,4.91,5.0,5.0,5.0,5.0,3,0,3,0,10.0,0,1,1,1,Queens
Modern Luxury w View of City (Elegant & Spacious),100%,54%,0.0,0.0,t,Harlem,40.81039,-73.94308,6,3.0,3.0,$980.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,20,39,69,344,15,14,2,4.87,4.87,5.0,4.93,5.0,4.73,4.8,1,1,0,0,1.27,1,1,1,0,Manhattan
A Room in a Beautiful Loft,60%,25%,2.0,2.0,t,East Village,40.72906,-73.98946,1,1.0,1.0,$155.00 ,1,90,1.0,1.0,90.0,90.0,1.0,90.0,14,42,72,347,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,0,0.41,0,1,1,0,Manhattan
Spacious Studio in Upper East side,49%,63%,175.0,175.0,t,Upper East Side,40.78005,-73.95252,3,,1.0,$100.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,22,52,327,4,4,1,4.0,4.5,4.5,5.0,3.75,4.5,3.5,175,175,0,0,0.76,0,1,1,0,Manhattan
Charming Room in Manhattan,100%,100%,0.0,0.0,t,Financial District,40.70599,-74.00597,2,1.0,1.0,$116.00 ,5,1125,2.0,5.0,1125.0,1125.0,5.0,1125.0,13,32,62,90,18,15,4,4.56,4.61,4.44,4.5,4.56,4.94,4.33,1,0,1,0,18.0,0,1,1,1,Manhattan
Studio in the heart of Gramercy,90%,49%,0.0,0.0,t,Gramercy,40.73576,-73.98324,2,,1.0,$80.00 ,3,30,1.0,3.0,30.0,30.0,3.0,30.0,5,6,17,17,11,10,0,4.91,5.0,4.91,4.64,5.0,5.0,5.0,1,1,0,0,8.05,0,0,1,0,Manhattan
Private Room in the Upper East Side,97%,18%,219.0,219.0,t,Upper East Side,40.7761,-73.94475,1,1.0,1.0,$59.00 ,30,180,30.0,30.0,180.0,180.0,30.0,180.0,0,0,2,277,1,1,0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,391,62,329,0,0.09,0,1,1,0,Manhattan
Furnished studio apartment with nice surroundings,81%,76%,9.0,9.0,t,Upper East Side,40.76048,-73.96175,2,,,$103.00 ,30,360,30.0,30.0,360.0,360.0,30.0,360.0,26,26,56,56,2,2,0,3.0,2.5,3.0,3.0,3.0,4.5,3.0,16,16,0,0,0.61,0,1,1,0,Manhattan
Furnished Studio in Midtown West,49%,63%,175.0,175.0,t,Hell's Kitchen,40.76661,-73.99016,2,,1.0,$110.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,8,38,313,4,4,0,4.75,4.75,4.75,5.0,5.0,5.0,4.75,175,175,0,0,0.5,0,1,1,0,Manhattan
"Private Bedroom, in a first floor duplex",0%,90%,1.0,1.0,t,Bedford-Stuyvesant,40.6815,-73.92797,2,1.0,1.0,$70.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,1,31,306,7,7,0,4.86,5.0,5.0,5.0,4.86,5.0,5.0,1,0,1,0,0.58,0,0,1,0,Brooklyn
Urban Views in the Heart of Hamilton Heights,97%,18%,219.0,219.0,t,Harlem,40.82225,-73.95447,1,1.0,1.0,$47.00 ,30,180,30.0,30.0,180.0,180.0,30.0,180.0,29,59,89,364,1,1,0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,391,62,329,0,0.37,0,1,1,0,Manhattan
Financial District One Bedroom near Battery Park,100%,100%,183.0,183.0,t,Financial District,40.70486,-74.00996,3,1.0,1.0,$269.00 ,30,270,30.0,30.0,1125.0,1125.0,30.0,1125.0,16,46,76,346,1,1,0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,90,90,0,0,0.09,0,1,1,1,Manhattan
Carroll Gardens Brownstone Apartment,50%,20%,1.0,1.0,t,Carroll Gardens,40.68349,-73.99128,3,1.0,2.0,$175.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,0,0,14,245,1,1,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,0,0,0.1,0,1,1,0,Brooklyn
OYO Times Square,0%,50%,7.0,7.0,t,Theater District,40.75913,-73.98377,0,,,$0.00 ,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,0,0,0,148,0,0,3.67,3.74,4.14,4.33,3.98,4.77,3.8,1,0,0,0,6.29,0,1,1,0,Manhattan
Eve’s home away,100%,91%,2.0,2.0,t,Cambria Heights,40.7033,-73.73777,2,1.0,1.0,$61.00 ,3,10,3.0,3.0,10.0,10.0,3.0,10.0,0,9,38,127,3,3,3,4.67,4.67,5.0,4.67,4.67,4.33,4.67,1,1,0,0,3.0,1,1,1,0,Queens
Designer's Bright Spacious Home w/ Rooftop Oasis,100%,25%,0.0,0.0,t,Carroll Gardens,40.68492,-73.99004,4,2.0,2.0,$240.00 ,30,32,29.0,30.0,32.0,45.0,29.8,34.6,0,0,0,0,4,1,0,4.25,4.75,4.75,5.0,4.75,4.75,4.5,1,1,0,0,0.32,0,1,1,0,Brooklyn
Welcoming and warm home,60%,33%,0.0,0.0,t,Inwood,40.86145,-73.92772,2,1.0,1.0,$50.00 ,2,365,2.0,2.0,365.0,365.0,2.0,365.0,0,0,0,247,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1,0,1,0,0.15,0,1,1,0,Manhattan
Sunning loft in TriBeCa,78%,83%,1.0,1.0,t,Tribeca,40.72064,-74.00935,4,2.0,2.0,$550.00 ,31,365,31.0,31.0,1125.0,1125.0,31.0,1125.0,0,0,24,25,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.29,0,1,1,0,Manhattan
Adorable room/ lofted bed with desk close to City!,80%,67%,23.0,23.0,t,Bushwick,40.70081,-73.94034,1,1.0,1.0,$36.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,13,43,318,2,2,0,4.0,4.0,4.5,5.0,5.0,3.5,4.0,20,0,20,0,0.38,0,1,1,0,Brooklyn
Sunny & Spacious Manhattan loft,100%,92%,2.0,2.0,t,Chinatown,40.71655,-73.99227,3,1.0,1.0,$130.00 ,10,14,10.0,10.0,14.0,14.0,10.0,14.0,0,15,19,19,12,10,1,4.92,5.0,4.67,5.0,5.0,5.0,4.83,2,2,0,0,3.16,0,1,1,0,Manhattan
Entire apt- Sunny and greenful apt in Williamsburg,50%,57%,1.0,1.0,t,Williamsburg,40.71883,-73.95061,2,1.0,1.0,$220.00 ,4,365,4.0,4.0,365.0,365.0,4.0,365.0,0,0,0,0,2,2,0,4.5,4.5,3.5,5.0,5.0,5.0,4.5,1,1,0,0,0.18,0,1,1,0,Brooklyn
Tropical Style Apartment in BK (cat lovers),100%,80%,1.0,1.0,t,Bedford-Stuyvesant,40.68993,-73.93721,5,3.0,3.0,$230.00 ,30,60,30.0,30.0,60.0,60.0,30.0,60.0,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.08,1,1,1,0,Brooklyn
♡1 Bed in Cozy and Clean Shared Room for Ladies✔,87%,80%,5.0,5.0,t,Corona,40.73875,-73.8642,1,1.0,2.0,$30.00 ,3,15,3.0,3.0,15.0,15.0,3.0,15.0,30,60,90,365,2,2,0,4.5,5.0,4.0,5.0,4.0,5.0,5.0,4,0,0,4,0.45,0,1,1,0,Queens
Amazing private room near Columbia University,100%,76%,0.0,0.0,t,Harlem,40.81386,-73.94372,2,1.0,1.0,$52.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,81,3,2,0,4.67,4.0,4.33,5.0,5.0,4.33,4.0,7,0,7,0,0.3,0,1,1,0,Manhattan
Chelsea One Bedroom with Stunning City Views,100%,100%,183.0,183.0,t,Chelsea,40.75162,-73.99347,3,1.0,1.0,$258.00 ,30,270,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,21,291,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,4.67,90,90,0,0,3.0,0,1,1,1,Manhattan
Chelsea One Bedroom near Public Transportation,100%,100%,183.0,183.0,t,Chelsea,40.7523,-73.99554,3,1.0,1.0,$253.00 ,30,270,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,5,35,305,1,1,0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,90,90,0,0,0.09,0,1,1,1,Manhattan
UES One Bedroom in Pet-Friendly Building with Elevator,100%,100%,183.0,183.0,t,Upper East Side,40.775,-73.94999,3,1.0,1.0,$152.00 ,30,270,30.0,30.0,1125.0,1125.0,30.0,1125.0,9,39,69,339,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,90,90,0,0,0.37,0,1,1,1,Manhattan
Modern renovated apartment with outdoor space,100%,54%,0.0,0.0,t,Crown Heights,40.67109,-73.95701,4,2.0,2.0,$225.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,0,22,22,2,5.0,4.95,5.0,5.0,5.0,5.0,4.9,1,1,0,0,2.74,1,0,1,0,Brooklyn
A Bohemian style duplex with garden,100%,64%,0.0,0.0,t,Bedford-Stuyvesant,40.69461,-73.94762,3,1.0,1.0,$500.00 ,1,28,1.0,1.0,28.0,28.0,1.0,28.0,24,54,84,84,40,35,2,4.93,4.9,4.88,5.0,4.98,4.83,4.83,1,1,0,0,32.43,0,1,1,0,Brooklyn
Amazing entire apt 2 blocks away of Central Park,100%,89%,1.0,1.0,t,Upper West Side,40.79796,-73.96338,1,1.0,6.0,$237.00 ,1,365,1.0,1.0,365.0,365.0,1.0,365.0,0,1,31,306,30,26,0,4.5,4.57,4.33,4.73,4.7,4.73,4.53,1,0,1,0,3.77,0,1,1,0,Manhattan
Beautiful Urban Oasis in DUMBO,100%,63%,1.0,1.0,t,Brooklyn Heights,40.70058,-73.99145,2,1.0,1.0,$150.00 ,7,90,7.0,14.0,90.0,90.0,10.1,90.0,4,13,42,139,3,3,1,5.0,5.0,4.67,5.0,5.0,5.0,5.0,1,1,0,0,3.0,0,1,1,0,Brooklyn
Sonder | Battery Park | One-Bedroom Apartment w/ Peloton,100%,99%,51.0,51.0,t,Financial District,40.70651,-74.01469,4,1.0,2.0,$293.00 ,2,365,2.0,2.0,2.0,365.0,2.0,44.2,30,60,90,364,5,5,1,4.8,4.8,5.0,4.4,4.2,5.0,4.4,49,29,20,0,0.46,0,1,1,1,Manhattan
Sunny Apartment in the heart of Greenpoint,80%,50%,0.0,0.0,t,Greenpoint,40.72802,-73.9531,2,,1.0,$114.00 ,20,160,20.0,20.0,160.0,160.0,20.0,160.0,3,11,19,93,4,4,0,4.5,4.75,4.5,5.0,5.0,5.0,4.5,1,1,0,0,0.38,0,1,1,0,Brooklyn
Studio in a Brand New Building,49%,63%,175.0,175.0,t,Hell's Kitchen,40.76526,-73.98867,2,,1.0,$122.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,27,57,332,2,2,0,4.5,5.0,5.0,5.0,3.5,4.5,4.5,175,175,0,0,0.34,0,1,1,0,Manhattan
Two bedroom apartment in Midtown West,49%,63%,175.0,175.0,t,Hell's Kitchen,40.76545,-73.98847,4,2.0,2.0,$150.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,13,43,318,3,3,0,5.0,5.0,5.0,5.0,4.67,5.0,5.0,175,175,0,0,0.31,0,1,1,0,Manhattan
"2-Bedroom, East Village",0%,0%,5.0,5.0,t,East Village,40.72542,-73.97981,4,2.0,2.0,$250.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,11,18,45,224,1,1,0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3,3,0,0,0.11,0,1,1,0,Manhattan
PRIME Location! Semi-Private Space 2,99%,98%,16.0,16.0,t,Chelsea,40.7458,-73.99142,1,1.0,2.0,$49.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,0,4,1,0.34,0,1,1,1,Manhattan
2 br apartment with terrace close to Manhattan,0%,0%,1.0,1.0,t,Astoria,40.76301,-73.92738,5,2.0,6.0,$150.00 ,3,99,3.0,3.0,99.0,99.0,3.0,99.0,11,22,52,52,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.08,0,1,1,0,Queens
Special opportunity in top New York neighbourhood,100%,62%,0.0,0.0,t,Upper East Side,40.78063,-73.95273,2,1.0,,$155.00 ,10,120,10.0,10.0,120.0,120.0,10.0,120.0,1,4,4,94,2,2,0,4.5,4.5,3.5,5.0,4.0,5.0,5.0,1,1,0,0,0.34,0,0,1,0,Manhattan
"Cozy, Hidden, Bright and Stylish 1 Bedroom",100%,98%,0.0,0.0,t,Flatlands,40.61673,-73.92747,3,1.0,2.0,$114.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,14,39,69,159,89,82,5,4.94,4.93,5.0,4.92,4.98,4.78,4.87,1,1,0,0,6.74,1,0,1,0,Brooklyn
Amazing one bedroom  in Williasmburg  w backyard,70%,85%,0.0,0.0,t,Williamsburg,40.7138,-73.96399,2,1.0,1.0,$130.00 ,60,200,30.0,60.0,200.0,200.0,57.5,200.0,1,2,32,32,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,1,1,0,0.09,0,1,1,0,Brooklyn
Nice room in Huge apartment,83%,30%,5.0,5.0,t,Bedford-Stuyvesant,40.68698,-73.94375,2,1.0,,$50.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,25,300,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4,1,3,0,0.1,0,1,1,0,Brooklyn
"Stunning, Spacious Sanctuary in Greenpoint",100%,92%,1.0,1.0,t,Greenpoint,40.72751,-73.95694,8,4.0,3.0,$745.00 ,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,5,12,25,77,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,2,0,0,0.35,1,1,1,0,Brooklyn
Modern Studio Apartment,100%,98%,6.0,6.0,t,Morris Heights,40.85504,-73.91738,2,,2.0,$125.00 ,2,15,2.0,2.0,1125.0,1125.0,2.0,1125.0,2,31,31,31,10,10,0,4.1,4.2,3.9,4.9,4.9,3.8,4.2,4,4,0,0,7.5,0,1,1,0,Bronx
Wyndham Midtown 45 at New York City,100%,80%,0.0,0.0,t,Midtown,40.75174,-73.97278,2,1.0,,$200.00 ,3,7,3.0,3.0,7.0,7.0,3.0,7.0,0,4,31,31,4,4,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,0,2.31,0,1,1,1,Manhattan
Mesmerized Artist Penthouse (NYU 3 mins),100%,97%,3.0,3.0,t,Greenwich Village,40.72962,-73.99337,3,1.0,2.0,$420.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,8,8,2,4.5,4.38,4.38,4.63,4.63,5.0,4.13,3,3,0,0,1.15,0,1,1,0,Manhattan
"Upper East Side Two Bedroom near Hospitals, Elevator Building",100%,100%,183.0,183.0,t,Upper East Side,40.77292,-73.94906,5,2.0,2.0,$241.00 ,30,270,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,6,36,306,1,1,0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,90,90,0,0,0.22,0,1,1,1,Manhattan
"@FERRY, Private&Cozy Room, Renovated&Stylish.",93%,17%,6.0,6.0,t,St. George,40.6454,-74.08082,1,1.0,1.0,$39.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,16,46,76,350,3,1,0,5.0,5.0,5.0,5.0,4.67,5.0,5.0,8,2,6,0,2.2,0,1,1,0,Staten Island
Suite with a king size  bed,82%,86%,20.0,20.0,t,Lower East Side,40.72018,-73.99403,2,1.0,,$200.00 ,15,29,15.0,15.0,29.0,29.0,15.0,29.0,2,22,52,80,3,3,1,5.0,5.0,5.0,4.33,5.0,5.0,5.0,47,42,5,0,0.25,0,1,1,0,Manhattan
Queen studio room,82%,86%,20.0,20.0,t,Chinatown,40.71884,-73.99604,2,,1.0,$140.00 ,15,29,15.0,15.0,29.0,29.0,15.0,29.0,18,48,78,106,15,14,0,4.87,4.87,4.87,5.0,4.73,4.93,4.8,47,42,5,0,1.64,0,1,1,0,Manhattan
"Brooklyn Home, 10-mins from Manhattan",100%,81%,0.0,0.0,t,Prospect Heights,40.67936,-73.97236,2,1.0,1.0,$448.00 ,2,30,2.0,2.0,30.0,30.0,2.0,30.0,0,1,31,31,18,16,0,4.89,5.0,4.78,5.0,5.0,5.0,4.56,1,1,0,0,1.38,1,1,1,0,Brooklyn
UPPER EAST SIDE STUDIO NEAR CENTRAL PARK.,100%,82%,32.0,32.0,t,Upper East Side,40.769524,-73.956451,2,,1.0,$126.00 ,30,366,30.0,30.0,1125.0,1125.0,30.0,1125.0,11,41,71,346,4,4,0,4.5,4.5,4.75,4.5,4.75,4.75,4.5,31,31,0,0,0.46,0,1,1,0,Manhattan
Furnished Studio in a Brand New Building,49%,63%,175.0,175.0,t,Hell's Kitchen,40.76733,-73.98794,2,,1.0,$107.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,8,38,313,4,4,1,4.75,4.75,4.75,5.0,4.0,4.5,4.5,175,175,0,0,1.01,0,1,1,0,Manhattan
★☆Queens☆★ -Private  Bathroom,97%,85%,161.0,161.0,t,Jackson Heights,40.75226,-73.87841,2,1.0,1.0,$40.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,31,31,31,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,133,7,126,0,0.88,0,1,1,0,Queens
Private bathroom Good apartment in Jackson heights,99%,68%,114.0,114.0,t,Jackson Heights,40.75111,-73.87831,2,1.0,1.0,$43.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,2,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,102,4,98,0,0.16,0,1,1,0,Queens
"Sunny Apt in Victorian Mansion in Ditmas Pk, Bklyn",100%,80%,0.0,0.0,t,Flatbush,40.64221,-73.96357,2,1.0,1.0,$150.00 ,2,10,2.0,2.0,10.0,10.0,2.0,10.0,4,16,42,132,34,32,3,4.91,4.85,4.97,4.94,4.94,4.97,4.85,1,1,0,0,31.87,1,1,1,0,Brooklyn
Bronx zoo & Botanical Garden one walk away,75%,100%,2.0,2.0,t,West Farms,40.84385,-73.88342,4,1.0,2.0,$165.00 ,7,14,7.0,7.0,1125.0,1125.0,7.0,1125.0,29,59,89,364,2,2,0,4.5,5.0,5.0,5.0,5.0,4.0,5.0,2,2,0,0,0.18,0,1,1,1,Bronx
One Room One-der,100%,100%,2.0,2.0,t,Jamaica,40.68549,-73.76184,2,1.0,1.0,$50.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,23,33,63,152,13,11,2,4.92,4.77,5.0,4.77,4.92,4.77,4.92,2,0,2,0,8.13,1,0,1,1,Queens
"Large, Open and Bright One Bedroom",50%,29%,0.0,0.0,t,South Slope,40.66566,-73.98009,2,1.0,1.0,$183.00 ,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,1,2,182,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.17,0,1,1,0,Brooklyn
Studio in Riverdale w/ optional backyard for a fee,100%,99%,0.0,0.0,t,Kingsbridge,40.88377,-73.90352,4,1.0,,$122.00 ,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,3,6,32,91,42,42,3,4.79,4.88,4.76,4.98,4.93,4.93,4.9,1,1,0,0,8.03,1,1,1,1,Bronx
Cozy neighborhood Subway M/R<2min> & 7 Line<5min>,100%,69%,149.0,149.0,t,Woodside,40.7481,-73.89825,1,1.0,1.0,$36.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,24,53,53,53,1,1,0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,148,2,146,0,0.47,0,1,1,0,Queens
Cozy Nook Minutes away from major JFK/LGA airport,100%,75%,4.0,4.0,t,Richmond Hill,40.7037,-73.82797,2,,1.0,$130.00 ,10,28,10.0,10.0,28.0,28.0,10.0,28.0,26,56,85,85,9,8,2,4.89,4.89,4.78,4.89,4.89,4.78,4.56,4,3,1,0,2.16,0,0,1,0,Queens
